tract,iou,alignment,recurrence_score,image_group,initial_label,label_spread_prediction
tract_2,0.0,0.246,0.0,43_330_360,0,0
tract_3,0.0,0.989,0.0,43_330_360,0,0
tract_4,0.0,0.413,0.0,43_330_360,0,0
tract_5,0.0,0.961,23.89,43_330_360,1,1
tract_6,0.449,0.959,53.68,43_330_360,1,1
tract_7,0.0,0.964,22.43,43_330_360,1,1
tract_8,0.0,0.03,0.0,43_330_360,0,0
tract_1,0.0,0.583,18.59,43_331_218,-1,1
tract_2,0.0,0.262,5.01,43_331_218,-1,0
tract_3,0.0,0.338,2.01,43_331_218,-1,0
tract_4,0.0,0.998,0.25,43_331_218,-1,0
tract_5,0.0,0.407,3.66,43_331_218,-1,0
tract_6,0.005,0.107,8.84,43_331_218,-1,0
tract_7,0.103,0.456,31.9,43_331_218,-1,1
tract_8,0.226,0.89,29.73,43_331_218,-1,1
tract_1,0.0,0.919,2.62,43_337_298,-1,0
tract_2,0.0,0.298,0.18,43_337_298,-1,0
tract_3,0.0,0.789,0.76,43_337_298,-1,0
tract_4,0.0,0.816,4.74,43_337_298,-1,0
tract_5,0.0,0.812,18.03,43_337_298,-1,1
tract_6,0.078,0.162,40.5,43_337_298,-1,1
tract_7,0.0,0.853,16.92,43_337_298,-1,1
tract_8,0.023,0.625,16.25,43_337_298,-1,1
tract_1,0.0,0.637,0.0,43_349_334,-1,0
tract_2,0.0,0.272,0.0,43_349_334,-1,0
tract_3,0.0,0.402,0.0,43_349_334,-1,0
tract_4,0.0,0.992,0.0,43_349_334,-1,0
tract_5,0.0,0.467,23.89,43_349_334,-1,1
tract_6,0.01,0.023,53.68,43_349_334,-1,1
tract_7,0.0,0.533,22.43,43_349_334,-1,1
tract_8,0.0,0.87,0.0,43_349_334,-1,0
tract_1,0.0,0.619,14.06,43_359_208,-1,1
tract_2,0.0,0.269,2.34,43_359_208,-1,0
tract_3,0.0,0.38,0.94,43_359_208,-1,0
tract_4,0.0,0.995,0.58,43_359_208,-1,0
tract_5,0.0,0.447,5.28,43_359_208,-1,0
tract_6,0.001,0.032,12.02,43_359_208,-1,0
tract_7,0.1,0.515,28.35,43_359_208,-1,1
tract_8,0.067,0.925,36.44,43_359_208,-1,1
tract_1,0.0,0.151,0.58,43_364_506,0,0
tract_2,0.0,0.167,1.34,43_364_506,0,0
tract_3,0.0,0.133,9.28,43_364_506,0,0
tract_4,0.014,0.91,25.72,43_364_506,1,1
tract_5,0.17,0.392,38.16,43_364_506,1,1
tract_6,0.0,0.016,16.99,43_364_506,1,1
tract_7,0.0,0.036,7.1,43_364_506,0,0
tract_8,0.0,0.997,0.82,43_364_506,0,0
tract_1,0.0,0.689,0.54,43_368_515,0,0
tract_2,0.0,0.28,1.25,43_368_515,0,0
tract_3,0.0,0.466,8.62,43_368_515,0,0
tract_4,0.003,0.98,23.88,43_368_515,1,1
tract_5,0.276,0.829,39.76,43_368_515,1,1
tract_6,0.0,0.105,17.7,43_368_515,1,1
tract_7,0.0,0.589,7.4,43_368_515,0,0
tract_8,0.0,0.832,0.85,43_368_515,0,0
tract_1,0.0,0.889,1.31,43_369_297,-1,0
tract_2,0.0,0.188,0.09,43_369_297,-1,0
tract_3,0.0,0.985,0.85,43_369_297,-1,0
tract_4,0.0,0.138,5.3,43_369_297,-1,0
tract_5,0.0,0.932,20.14,43_369_297,-1,1
tract_6,0.05,0.193,45.26,43_369_297,-1,1
tract_7,0.0,0.912,18.91,43_369_297,-1,1
tract_8,0.004,0.243,8.14,43_369_297,-1,0
tract_1,0.0,0.979,2.64,43_373_277,-1,0
tract_2,0.0,0.283,0.18,43_373_277,-1,0
tract_3,0.0,0.917,0.76,43_373_277,-1,0
tract_4,0.0,0.646,4.73,43_373_277,-1,0
tract_5,0.0,0.915,18.0,43_373_277,-1,1
tract_6,0.016,0.097,40.44,43_373_277,-1,1
tract_7,0.0,0.938,16.9,43_373_277,-1,1
tract_8,0.005,0.366,16.35,43_373_277,-1,1
tract_1,0.034,0.679,34.68,44_220_253,-1,1
tract_2,0.046,0.22,29.98,44_220_253,-1,1
tract_3,0.0,0.875,12.02,44_220_253,-1,0
tract_4,0.0,0.201,2.95,44_220_253,-1,0
tract_5,0.0,0.798,0.43,44_220_253,-1,0
tract_6,0.0,0.172,0.2,44_220_253,-1,0
tract_7,0.0,0.755,2.82,44_220_253,-1,0
tract_8,0.012,0.041,16.93,44_220_253,-1,1
tract_1,0.003,0.05,22.94,44_227_243,-1,1
tract_2,0.011,0.075,8.72,44_227_243,-1,0
tract_3,0.0,0.35,2.48,44_227_243,-1,0
tract_4,0.0,0.791,0.17,44_227_243,-1,0
tract_5,0.0,0.253,2.52,44_227_243,-1,0
tract_6,0.0,0.06,5.65,44_227_243,-1,0
tract_7,0.0,0.18,21.94,44_227_243,-1,1
tract_8,0.161,0.421,35.56,44_227_243,-1,1
tract_1,0.022,0.187,26.78,44_228_230,1,1
tract_2,0.001,0.012,7.59,44_228_230,0,0
tract_3,0.0,0.518,2.9,44_228_230,0,0
tract_4,0.0,0.663,0.16,44_228_230,0,0
tract_5,0.0,0.423,2.4,44_228_230,0,0
tract_6,0.0,0.096,5.39,44_228_230,0,0
tract_7,0.0,0.354,20.9,44_228_230,1,1
tract_8,0.135,0.366,33.89,44_228_230,1,1
tract_1,0.0,0.176,2.43,44_253_441,-1,0
tract_2,0.008,0.218,6.44,44_253_441,-1,0
tract_3,0.0,0.108,22.95,44_253_441,-1,1
tract_4,0.352,0.704,37.56,44_253_441,-1,1
tract_5,0.0,0.016,22.18,44_253_441,-1,1
tract_6,0.0,0.015,5.83,44_253_441,-1,0
tract_7,0.0,0.06,2.44,44_253_441,-1,0
tract_8,0.0,0.998,0.17,44_253_441,-1,0
tract_1,0.0,0.493,14.45,44_256_378,1,1
tract_2,0.058,0.525,33.51,44_256_378,1,1
tract_3,0.0,0.233,13.44,44_256_378,0,0
tract_4,0.044,0.993,29.04,44_256_378,1,1
tract_5,0.0,0.31,4.2,44_256_378,0,0
tract_6,0.001,0.053,0.82,44_256_378,0,0
tract_7,0.0,0.382,0.65,44_256_378,0,0
tract_8,0.0,0.943,3.89,44_256_378,0,0
tract_1,0.0,0.352,2.45,44_257_475,0,0
tract_2,0.0,0.022,5.67,44_257_475,0,0
tract_3,0.0,0.606,23.14,44_257_475,1,1
tract_4,0.176,0.485,37.87,44_257_475,1,1
tract_5,0.0,0.512,22.36,44_257_475,1,1
tract_6,0.0,0.114,5.88,44_257_475,0,0
tract_7,0.0,0.448,2.46,44_257_475,0,0
tract_8,0.0,0.848,0.17,44_257_475,0,0
tract_1,0.0,0.74,0.0,44_275_373,-1,0
tract_2,0.001,0.156,1.4,44_275_373,-1,0
tract_3,0.0,0.905,0.0,44_275_373,-1,0
tract_4,0.0,0.131,0.0,44_275_373,-1,0
tract_5,0.0,0.832,0.0,44_275_373,-1,0
tract_6,0.044,0.503,98.6,44_275_373,-1,1
tract_7,0.0,0.794,0.0,44_275_373,-1,0
tract_8,0.0,0.505,0.0,44_275_373,-1,0
tract_1,0.0,0.602,2.32,44_280_509,0,0
tract_2,0.0,0.266,5.38,44_280_509,0,0
tract_3,0.0,0.36,21.93,44_280_509,1,1
tract_4,0.12,0.997,35.89,44_280_509,1,1
tract_5,0.013,0.434,24.98,44_280_509,1,1
tract_6,0.0,0.084,6.57,44_280_509,0,0
tract_7,0.0,0.496,2.75,44_280_509,0,0
tract_8,0.0,0.891,0.19,44_280_509,0,0
tract_1,0.0,0.256,2.38,44_281_426,0,0
tract_2,0.0,0.054,5.54,44_281_426,0,0
tract_3,0.0,0.522,22.51,44_281_426,1,1
tract_4,0.196,0.574,36.83,44_281_426,1,1
tract_5,0.006,0.393,22.88,44_281_426,1,1
tract_6,0.006,0.11,7.18,44_281_426,0,0
tract_7,0.0,0.357,2.52,44_281_426,0,0
tract_8,0.0,0.897,0.17,44_281_426,0,0
tract_1,0.0,0.963,2.27,44_282_438,0,0
tract_2,0.0,0.24,5.27,44_282_438,0,0
tract_3,0.0,0.995,21.49,44_282_438,1,1
tract_4,0.177,0.393,35.17,44_282_438,1,1
tract_5,0.019,0.967,24.54,44_282_438,1,1
tract_6,0.01,0.234,8.38,44_282_438,0,0
tract_7,0.0,0.96,2.7,44_282_438,0,0
tract_8,0.0,0.025,0.18,44_282_438,0,0
tract_1,0.0,0.888,1.97,44_286_430,-1,0
tract_2,0.0,0.189,4.55,44_286_430,-1,0
tract_3,0.0,0.984,18.58,44_286_430,-1,1
tract_4,0.06,0.161,30.4,44_286_430,-1,1
tract_5,0.02,0.931,28.2,44_286_430,-1,1
tract_6,0.011,0.222,13.0,44_286_430,-1,0
tract_7,0.0,0.911,3.1,44_286_430,-1,0
tract_8,0.0,0.257,0.21,44_286_430,-1,0
tract_1,0.0,0.453,0.61,44_289_389,-1,0
tract_2,0.0,0.239,0.04,44_289_389,-1,0
tract_3,0.0,0.188,4.15,44_289_389,-1,0
tract_4,0.063,0.988,25.81,44_289_389,-1,1
tract_5,0.001,0.273,15.99,44_289_389,-1,1
tract_6,0.101,0.616,35.0,44_289_389,-1,1
tract_7,0.0,0.34,14.63,44_289_389,-1,1
tract_8,0.0,0.957,3.77,44_289_389,-1,0
tract_1,0.0,0.7,0.0,44_300_360,-1,0
tract_2,0.0,0.102,0.0,44_300_360,-1,0
tract_3,0.0,0.878,0.0,44_300_360,-1,0
tract_4,0.0,0.193,0.0,44_300_360,-1,0
tract_5,0.0,0.802,23.89,44_300_360,-1,1
tract_6,0.14,0.671,53.68,44_300_360,-1,1
tract_7,0.0,0.759,22.43,44_300_360,-1,1
tract_8,0.0,0.556,0.0,44_300_360,-1,0
tract_1,0.0,0.263,2.09,44_300_492,-1,0
tract_2,0.0,0.05,4.84,44_300_492,-1,0
tract_3,0.0,0.528,19.74,44_300_492,-1,1
tract_4,0.141,0.72,32.3,44_300_492,-1,1
tract_5,0.047,0.356,29.73,44_300_492,-1,1
tract_6,0.0,0.098,7.81,44_300_492,-1,0
tract_7,0.0,0.364,3.27,44_300_492,-1,0
tract_8,0.0,0.894,0.22,44_300_492,-1,0
tract_1,0.0,0.466,21.45,44_301_270,-1,1
tract_2,0.0,0.24,5.78,44_301_270,-1,0
tract_3,0.0,0.203,2.32,44_301_270,-1,0
tract_4,0.0,0.995,0.16,44_301_270,-1,0
tract_5,0.0,0.281,2.43,44_301_270,-1,0
tract_6,0.027,0.143,12.4,44_301_270,-1,0
tract_7,0.0,0.354,21.15,44_301_270,-1,1
tract_8,0.132,0.515,34.3,44_301_270,-1,1
tract_1,0.0,0.941,18.81,44_313_225,1,1
tract_2,0.0,0.296,5.07,44_313_225,0,0
tract_3,0.0,0.829,2.04,44_313_225,0,0
tract_4,0.0,0.775,0.25,44_313_225,0,0
tract_5,0.0,0.845,3.64,44_313_225,0,0
tract_6,0.002,0.028,8.39,44_313_225,0,0
tract_7,0.136,0.858,31.72,44_313_225,1,1
tract_8,0.309,0.893,30.08,44_313_225,1,1
tract_1,0.0,0.212,2.42,44_313_494,0,0
tract_2,0.0,0.066,5.6,44_313_494,0,0
tract_3,0.0,0.482,22.86,44_313_494,1,1
tract_4,0.113,0.73,37.42,44_313_494,1,1
tract_5,0.003,0.009,22.96,44_313_494,1,1
tract_6,0.0,0.088,6.04,44_313_494,0,0
tract_7,0.0,0.316,2.52,44_313_494,0,0
tract_8,0.0,0.916,0.17,44_313_494,0,0
tract_1,0.0,0.359,2.05,44_323_460,-1,0
tract_2,0.0,0.217,4.74,44_323_460,-1,0
tract_3,0.0,0.085,19.34,44_323_460,-1,1
tract_4,0.233,0.995,31.65,44_323_460,-1,1
tract_5,0.087,0.254,30.58,44_323_460,-1,1
tract_6,0.0,0.011,8.04,44_323_460,-1,0
tract_7,0.0,0.244,3.36,44_323_460,-1,0
tract_8,0.0,0.981,0.23,44_323_460,-1,0
tract_1,0.0,0.55,0.76,44_328_455,-1,0
tract_2,0.0,0.045,1.76,44_328_455,-1,0
tract_3,0.0,0.769,12.18,44_328_455,-1,0
tract_4,0.107,0.5,33.74,44_328_455,-1,1
tract_5,0.207,0.613,30.41,44_328_455,-1,1
tract_6,0.009,0.178,14.83,44_328_455,-1,1
tract_7,0.0,0.628,5.66,44_328_455,-1,0
tract_8,0.0,0.708,0.65,44_328_455,-1,0
tract_1,0.0,0.607,3.57,44_337_297,-1,0
tract_2,0.0,0.267,0.25,44_337_297,-1,0
tract_3,0.0,0.366,0.7,44_337_297,-1,0
tract_4,0.0,0.996,4.33,44_337_297,-1,0
tract_5,0.0,0.434,16.48,44_337_297,-1,1
tract_6,0.065,0.14,37.03,44_337_297,-1,1
tract_7,0.0,0.501,15.47,44_337_297,-1,0
tract_8,0.032,0.927,22.16,44_337_297,-1,1
tract_1,0.0,0.755,0.0,44_337_344,-1,0
tract_2,0.0,0.125,0.0,44_337_344,-1,0
tract_3,0.0,0.914,0.0,44_337_344,-1,0
tract_4,0.0,0.112,0.0,44_337_344,-1,0
tract_5,0.0,0.843,23.89,44_337_344,-1,1
tract_6,0.355,0.75,53.68,44_337_344,-1,1
tract_7,0.0,0.806,22.43,44_337_344,-1,1
tract_8,0.0,0.486,0.0,44_337_344,-1,0
tract_1,0.0,0.236,3.75,44_353_305,-1,0
tract_2,0.0,0.059,0.26,44_353_305,-1,0
tract_3,0.0,0.503,0.68,44_353_305,-1,0
tract_4,0.0,0.676,4.26,44_353_305,-1,0
tract_5,0.0,0.407,16.2,44_353_305,-1,1
tract_6,0.02,0.049,36.38,44_353_305,-1,1
tract_7,0.0,0.338,15.2,44_353_305,-1,1
tract_8,0.011,0.879,23.26,44_353_305,-1,1
tract_1,0.0,0.98,0.82,44_360_366,0,0
tract_2,0.0,0.254,0.06,44_360_366,0,0
tract_3,0.0,0.982,0.92,44_360_366,0,0
tract_4,0.002,0.456,5.7,44_360_366,0,0
tract_5,0.0,0.958,20.89,44_360_366,1,1
tract_6,0.366,0.967,46.94,44_360_366,1,1
tract_7,0.0,0.965,19.62,44_360_366,1,1
tract_8,0.0,0.077,5.06,44_360_366,0,0
tract_1,0.0,0.111,23.53,45_239_367,-1,1
tract_2,0.032,0.159,54.58,45_239_367,-1,1
tract_3,0.0,0.174,21.89,45_239_367,-1,1
tract_4,0.0,0.889,0.0,45_239_367,-1,0
tract_5,0.0,0.08,0.0,45_239_367,-1,0
tract_6,0.0,0.024,0.0,45_239_367,-1,0
tract_7,0.0,0.004,0.0,45_239_367,-1,0
tract_8,0.0,0.995,0.0,45_239_367,-1,0
tract_1,0.0,0.798,2.7,45_242_520,-1,0
tract_2,0.0,0.293,6.26,45_242_520,-1,0
tract_3,0.007,0.61,25.54,45_242_520,-1,1
tract_4,0.069,0.94,36.08,45_242_520,-1,1
tract_5,0.0,0.653,21.31,45_242_520,-1,1
tract_6,0.0,0.132,5.6,45_242_520,-1,0
tract_7,0.0,0.709,2.34,45_242_520,-1,0
tract_8,0.0,0.728,0.16,45_242_520,-1,0
tract_1,0.0,0.582,2.45,45_251_499,-1,0
tract_2,0.0,0.057,5.67,45_251_499,-1,0
tract_3,0.0,0.794,23.14,45_251_499,-1,1
tract_4,0.049,0.307,37.87,45_251_499,-1,1
tract_5,0.0,0.709,22.36,45_251_499,-1,1
tract_6,0.0,0.154,5.88,45_251_499,-1,0
tract_7,0.0,0.657,2.46,45_251_499,-1,0
tract_8,0.0,0.679,0.17,45_251_499,-1,0
tract_1,0.087,0.976,26.51,45_252_234,1,1
tract_2,0.031,0.395,9.22,45_252_234,0,0
tract_3,0.0,0.892,2.87,45_252_234,0,0
tract_4,0.0,0.691,0.16,45_252_234,0,0
tract_5,0.0,0.896,2.35,45_252_234,0,0
tract_6,0.0,0.176,5.27,45_252_234,0,0
tract_7,0.0,0.924,20.46,45_252_234,1,1
tract_8,0.5,0.987,33.17,45_252_234,1,1
tract_1,0.0,0.794,22.31,45_256_280,-1,1
tract_2,0.014,0.126,9.22,45_256_280,-1,0
tract_3,0.0,0.938,2.42,45_256_280,-1,0
tract_4,0.0,0.048,0.17,45_256_280,-1,0
tract_5,0.0,0.871,2.53,45_256_280,-1,0
tract_6,0.0,0.15,5.67,45_256_280,-1,0
tract_7,0.0,0.838,22.01,45_256_280,-1,1
tract_8,0.153,0.698,35.68,45_256_280,-1,1
tract_1,0.0,0.89,2.42,45_269_458,-1,0
tract_2,0.002,0.204,6.12,45_269_458,-1,0
tract_3,0.0,0.985,22.9,45_269_458,-1,1
tract_4,0.125,0.255,37.47,45_269_458,-1,1
tract_5,0.0,0.933,22.13,45_269_458,-1,1
tract_6,0.002,0.193,6.36,45_269_458,-1,0
tract_7,0.0,0.913,2.43,45_269_458,-1,0
tract_8,0.0,0.25,0.17,45_269_458,-1,0
tract_1,0.0,0.552,20.8,45_274_297,1,1
tract_2,0.008,0.211,8.79,45_274_297,0,0
tract_3,0.0,0.301,2.25,45_274_297,0,0
tract_4,0.0,0.999,0.16,45_274_297,0,0
tract_5,0.0,0.374,2.36,45_274_297,0,0
tract_6,0.016,0.15,11.85,45_274_297,0,0
tract_7,0.0,0.444,20.52,45_274_297,1,1
tract_8,0.079,0.916,33.27,45_274_297,1,1
tract_1,0.0,0.689,2.29,45_277_514,-1,0
tract_2,0.0,0.28,5.32,45_277_514,-1,0
tract_3,0.0,0.465,21.69,45_277_514,-1,1
tract_4,0.121,0.984,35.49,45_277_514,-1,1
tract_5,0.015,0.536,25.51,45_277_514,-1,1
tract_6,0.0,0.105,6.71,45_277_514,-1,0
tract_7,0.0,0.589,2.81,45_277_514,-1,0
tract_8,0.0,0.833,0.19,45_277_514,-1,0
tract_1,0.0,0.391,0.0,45_279_326,-1,0
tract_2,0.007,0.184,32.9,45_279_326,-1,1
tract_3,0.0,0.119,0.0,45_279_326,-1,0
tract_4,0.0,0.983,0.0,45_279_326,-1,0
tract_5,0.0,0.202,0.0,45_279_326,-1,0
tract_6,0.014,0.111,67.1,45_279_326,-1,1
tract_7,0.0,0.277,0.0,45_279_326,-1,0
tract_8,0.0,0.974,0.0,45_279_326,-1,0
tract_1,0.0,0.871,0.0,45_289_358,-1,0
tract_2,0.0,0.181,0.0,45_289_358,-1,0
tract_3,0.0,0.978,0.0,45_289_358,-1,0
tract_4,0.0,0.099,0.0,45_289_358,-1,0
tract_5,0.0,0.922,23.89,45_289_358,-1,1
tract_6,0.151,0.852,53.68,45_289_358,-1,1
tract_7,0.0,0.899,22.43,45_289_358,-1,1
tract_8,0.0,0.292,0.0,45_289_358,-1,0
tract_1,0.0,0.247,2.18,45_296_426,-1,0
tract_2,0.0,0.056,5.05,45_296_426,-1,0
tract_3,0.0,0.514,20.59,45_296_426,-1,1
tract_4,0.192,0.695,33.69,45_296_426,-1,1
tract_5,0.035,0.407,26.06,45_296_426,-1,1
tract_6,0.014,0.129,9.38,45_296_426,-1,0
tract_7,0.0,0.349,2.86,45_296_426,-1,0
tract_8,0.0,0.901,0.19,45_296_426,-1,0
tract_1,0.0,0.605,2.29,45_297_441,-1,0
tract_2,0.0,0.266,5.3,45_297_441,-1,0
tract_3,0.0,0.364,21.61,45_297_441,-1,1
tract_4,0.369,0.984,35.37,45_297_441,-1,1
tract_5,0.042,0.441,24.95,45_297_441,-1,1
tract_6,0.01,0.178,7.56,45_297_441,-1,0
tract_7,0.0,0.5,2.74,45_297_441,-1,0
tract_8,0.0,0.889,0.19,45_297_441,-1,0
tract_1,0.0,0.944,11.51,45_312_182,0,0
tract_2,0.0,0.222,1.91,45_312_182,0,0
tract_3,0.0,0.997,0.77,45_312_182,0,0
tract_4,0.0,0.288,0.71,45_312_182,0,0
tract_5,0.0,0.957,6.41,45_312_182,0,0
tract_6,0.0,0.202,14.39,45_312_182,1,1
tract_7,0.12,0.281,34.45,45_312_182,1,1
tract_8,0.03,0.198,29.85,45_312_182,1,1
tract_1,0.0,0.752,12.17,45_324_198,0,0
tract_2,0.0,0.288,2.02,45_324_198,0,0
tract_3,0.0,0.547,0.81,45_324_198,0,0
tract_4,0.0,0.96,0.67,45_324_198,0,0
tract_5,0.0,0.599,6.13,45_324_198,0,0
tract_6,0.0,0.1,13.75,45_324_198,1,1
tract_7,0.37,0.912,32.91,45_324_198,1,1
tract_8,0.126,0.738,31.54,45_324_198,1,1
tract_1,0.0,0.96,9.65,45_329_182,-1,0
tract_2,0.0,0.234,1.61,45_329_182,-1,0
tract_3,0.0,0.996,0.64,45_329_182,-1,0
tract_4,0.0,0.348,0.79,45_329_182,-1,0
tract_5,0.0,0.961,7.23,45_329_182,-1,0
tract_6,0.0,0.203,16.22,45_329_182,-1,1
tract_7,0.228,0.429,38.82,45_329_182,-1,1
tract_8,0.006,0.055,25.03,45_329_182,-1,1
tract_1,0.0,0.904,0.79,45_329_375,-1,0
tract_2,0.0,0.298,0.06,45_329_375,-1,0
tract_3,0.0,0.764,1.22,45_329_375,-1,0
tract_4,0.021,0.843,7.62,45_329_375,-1,0
tract_5,0.005,0.776,20.78,45_329_375,-1,1
tract_6,0.444,0.964,45.57,45_329_375,-1,1
tract_7,0.0,0.834,19.05,45_329_375,-1,1
tract_8,0.0,0.563,4.91,45_329_375,-1,0
tract_1,0.0,0.906,0.0,45_335_328,0,0
tract_2,0.0,0.298,0.0,45_335_328,0,0
tract_3,0.0,0.768,0.0,45_335_328,0,0
tract_4,0.0,0.835,0.0,45_335_328,0,0
tract_5,0.0,0.794,23.89,45_335_328,1,1
tract_6,0.039,0.083,53.68,45_335_328,1,1
tract_7,0.0,0.837,22.43,45_335_328,1,1
tract_8,0.0,0.559,0.0,45_335_328,0,0
tract_1,0.0,0.856,0.52,45_343_418,0,0
tract_2,0.0,0.172,0.04,45_343_418,0,0
tract_3,0.0,0.971,1.77,45_343_418,0,0
tract_4,0.001,0.017,11.03,45_343_418,0,0
tract_5,0.142,0.923,40.95,45_343_418,1,1
tract_6,0.154,0.762,29.95,45_343_418,1,1
tract_7,0.0,0.888,12.52,45_343_418,1,1
tract_8,0.0,0.322,3.23,45_343_418,0,0
